symbol,name,price,d_MA10,d_MA20,w_MA10,w_MA20
CRWD,크라우드 스트라이크 홀딩스,731.0,12.28,25.55,46.44,58.83
AMPG,앰플리테크 그룹,4.440000057220459,-3.31,25.6,53.85,57.0
ABCL,앱셀레라 바이오로직스,6.170000076293945,23.8,25.93,41.45,56.5
VS,버서스 시스템즈,1.5303000211715698,28.7,26.63,23.61,33.68
TSSI,TSS,16.479999542236328,33.92,26.68,22.33,39.98
EQ,이퀼리움,2.9100000858306885,22.58,26.71,29.79,45.46
INOD,이노데이터,104.9800033569336,9.7,27.6,67.72,88.36
ASTS,AST 스페이스모바일,113.41000366210938,8.42,27.88,29.32,24.15
ACMR,ACM 리서치,86.55999755859375,13.23,28.18,51.6,54.99
IMOS,칩모스 테크놀로지스 ADR,70.26000213623047,27.99,28.72,45.15,62.14
RYOJ,rYojbaba,3.4500999450683594,3.05,29.21,25.43,28.77
MU,마이크론 테크놀로지,971.0,20.34,29.21,66.51,96.66
SHLS,숄즈 테크놀로지스 그룹,12.449999809265137,17.46,29.75,46.13,48.09
KEEL,킬 인프라스트럭처,5.679999828338623,17.37,29.84,66.18,98.71
BITF,비트팜즈,5.679999828338623,17.38,29.86,66.18,98.71
CCCC,C4 테라퓨틱스,4.369999885559082,23.06,30.55,41.31,61.15
DAIO,데이터 I/O,4.151500225067139,20.36,31.29,37.14,41.57
VELO,벨로3D,24.010000228881836,10.79,31.51,57.77,68.76
LUNR,인튜이티브 머신스,43.83000183105469,18.19,32.27,51.79,86.47
ASTI,어센트 솔라 테크놀로지스,6.7600998878479,18.31,32.34,30.78,25.96
BLDP,발라드 파워 시스템즈,6.289999961853027,18.23,33.23,66.76,106.77
PPCB,프로팽 바이오파마,1.7799999713897705,-0.92,33.52,131.36,274.47
DMRC,디지마크,14.6899995803833,14.1,34.09,53.44,96.63
HIVE,하이브 디지털 테크놀로지스,4.519999980926514,16.43,35.17,65.08,74.32
LFVN,라이프밴티지,8.004500389099121,22.76,35.63,43.75,51.42
TMCI,트리스 메디컬 컨셉트,3.498300075531006,17.87,36.01,49.19,68.32
PURR,하이퍼리퀴드 스트래티지스,9.989999771118164,22.85,36.09,51.48,81.34
QXL,퀀텀 X 랩스,5.182300090789795,20.82,36.18,56.74,102.2
NRXP,NRX 파마슈티컬스,4.619999885559082,23.32,36.23,46.11,81.53
TKNO,알파 테크노바,5.460000038146973,29.05,36.41,45.29,74.41
SMCI,슈퍼 마이크로 컴퓨터,46.09000015258789,28.88,36.47,51.98,51.36
NCPL,넷캐피탈,0.9025999903678894,-2.66,36.73,65.29,64.77
ALAB,아스테라 랩스,342.8500061035156,17.38,36.75,67.21,98.41
GRRR,고릴라 테크놀로지 그룹,20.479999542236328,34.58,36.85,50.16,57.31
SPAI,세이프 프로 그룹,6.247000217437744,32.14,37.11,35.23,35.72
SLS,셀라스 라이프 사이언스 그룹,9.3100004196167,14.29,37.12,63.19,84.14
RCAT,레드 캣 홀딩스,14.5,40.18,38.84,23.39,14.48
AEVA,아에바 테크놀로지스,28.18000030517578,18.26,38.94,60.78,77.02
WETO,위투어 로보틱스,0.9700999855995178,8.11,39.11,45.68,60.65
ENPH,인페이즈 에너지,68.36000061035156,13.2,39.63,59.8,60.9
NTAP,넷앱,174.2899932861328,29.89,39.76,47.89,59.59
OUST,아우스터,46.04999923706055,23.25,39.79,64.52,88.16
INM,인메드 파마슈티컬스,1.559999942779541,0.44,39.97,60.33,67.45
ARM,암 홀딩스 ADR,353.2900085449219,25.22,41.92,65.31,112.26
FRGT,프라이트 테크놀로지스,4.239999771118164,6.55,42.07,109.96,163.24
HMR,하이드말 매리타임 홀딩스,1.5299999713897705,19.53,42.46,49.38,56.57
SEDG,솔라에지 테크놀로지스,76.3499984741211,18.15,42.57,49.51,74.03
VIVO,비보파워,6.190000057220459,20.73,42.82,58.6,104.66
OKTA,옥타,123.2699966430664,32.9,43.29,49.87,49.74
IMRN,이뮤론 ADR,1.4595999717712402,28.94,45.7,46.58,61.5
LESL,레슬리즈,3.8299999237060547,12.88,45.77,59.72,113.23
GITS,글로벌 인터랙티브 테크놀로지스,2.313999891281128,37.79,47.14,20.81,5.94
PIII,P3 헬스 파트너스,12.609999656677246,-0.39,49.44,90.75,179.14
GRDX,엔테로 테라퓨틱스,5.829999923706055,24.95,49.74,63.17,89.27
NCI,네오-콘셉트 인터내셔널 그룹 홀딩스,10.069899559020996,8.35,50.79,132.99,122.34
CPSH,CPS 테크놀러지,9.135000228881836,18.89,52.69,60.47,79.92
SLMT,브레라 홀딩스,6.514999866485596,14.58,54.35,128.18,226.67
CRSR,커세어 게이밍,12.140000343322754,44.83,54.44,70.75,91.57
HCWB,HCW 바이오로직스,2.0,-4.44,58.08,93.85,123.95
IOTR,아이오쓰리,3.7300000190734863,51.38,59.1,37.9,35.81
QTTB,Q32 바이오,11.789999961853027,43.99,71.09,71.24,97.32
QH,,5.83050012588501,52.83,73.19,128.51,282.13
FATN,팻파이프,8.149700164794922,49.59,80.96,110.32,184.76
CODX,코 다이어그노틱스,6.829999923706055,18.84,82.46,113.87,143.39
AKTX,아카리 테라퓨틱스 ADR,15.664999961853027,28.44,83.46,83.27,81.19
APPS,디지털 터빈,8.779999732971191,60.57,86.02,113.63,109.12
MNTS,모멘터스,17.4950008392334,43.62,101.57,126.84,169.39
CMND,클리어마인드 메디슨,2.809999942779541,29.1,105.45,96.9,105.52
SBFM,선샤인 바이오파마,2.579900026321411,69.0,113.93,113.94,119.3
NAKA,나카모토,5.710000038146973,16.55,124.68,176.13,386.04
NTCL,넷클래스 테크놀로지,1.055999994277954,101.8,130.22,97.49,139.73
UBXG,U-BX 테크놀로지,3.5899999141693115,36.01,143.15,110.29,104.78
PRTS,카파츠닷컴,5.598299980163574,48.85,145.37,140.98,273.7
LNAI,루나이 바이오웍스,3.0299999713897705,45.89,154.08,183.71,279.98
CUPR,커프리나 홀딩스 (Cayman),2.3499999046325684,72.57,188.76,228.49,323.12
WGRX,웰지스틱스 헬스,3.369999885559082,51.78,191.51,188.11,378.63
TBH,브래그 하우스 홀딩스,4.500100135803223,89.45,196.06,215.75,416.13
SCYX,사이넥시스,5.460000038146973,104.35,208.68,195.27,312.5
CDTG,CDT 인바이어런먼털 테크놀로지 인베스트먼트 홀딩스,5.489999771118164,83.93,233.37,282.41,519.83
SLXN,실렉시온 테라퓨틱스,4.855000019073486,134.75,274.07,207.47,202.96
ASTC,애스트로테크,36.349998474121094,152.92,324.95,229.44,426.58
DAIC,CID 홀드,4.0,141.79,333.75,339.73,570.38
JDZG,지아드,46.21500015258789,137.49,338.03,326.2,169.63
TGHL,그로우허브,2.200000047683716,324.63,404.82,314.62,388.24
ZOOZ,주즈 스트래티지,5.8480000495910645,198.61,418.03,579.53,823.78
